Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1634590800.0 1.0 86 116 190 NA NA NA NA 245 226 662 NA NA NA NA 1300 368 1106 NA NA NA NA 1759 583 1615 NA NA NA NA
1634590800.0 10.0 NA 137 291 0 NA NA NA NA 288 716 0 NA NA NA NA 1900 3294 489 NA NA NA NA 1539 3039 1269 NA NA NA
1634590800.0 1000.0 NA 287 136 0 61 NA NA NA 650 296 0 156 NA NA NA 2906 1131 380 365 NA NA NA 3399 2499 527 1226 NA NA
1634590800.0 10001.0 NA 223 436 0 78 156 NA NA 432 997 0 196 315 NA NA 2613 1874 610 359 814 NA NA 2335 2934 821 802 993 NA
1634590800.0 10002.0 NA 224 443 0 78 174 NA NA 450 959 0 187 355 NA NA 2616 1882 617 349 824 NA NA 1580 3443 1413 599 998 NA
1634590800.0 10003.0 NA 224 448 0 79 173 NA NA 419 925 0 193 354 NA NA 2619 1898 603 369 837 NA NA 1474 3139 810 1883 3816 NA
1634590800.0 10004.0 NA 224 448 0 78 153 NA NA 443 1013 0 191 290 NA NA 2599 1887 599 353 820 NA NA 1301 3410 762 559 2348 NA
1634590800.0 10005.0 NA 223 442 0 80 171 NA NA 419 921 0 194 349 NA NA 2843 2029 665 400 911 NA NA 2001 3338 1028 2184 2099 NA
1634590800.0 10006.0 NA 226 434 0 76 140 NA NA 425 893 0 186 302 NA NA 2592 1833 616 353 768 NA NA 1780 3186 1398 1244 3417 NA
1634590800.0 10007.0 NA 225 435 0 108 151 NA NA 434 889 0 269 325 NA NA 2659 1866 618 515 809 NA NA 2029 3427 773 2236 2542 NA
1634590800.0 10008.0 NA 227 437 0 107 168 NA NA 439 946 0 272 348 NA NA 2899 2079 682 554 904 NA NA 1899 4383 908 968 1812 NA
1634590800.0 10009.0 NA 222 450 0 107 169 NA NA 425 926 0 270 352 NA NA 2920 2071 688 552 921 NA NA 2494 3241 1743 1106 1464 NA
1634590800.0 1001.2 NA 489 144 0 NA NA NA NA 1032 324 0 NA NA NA NA 13946 1513 116 NA NA NA NA 6975 1549 179 NA NA NA
1634590800.0 10023.0 NA 225 435 0 82 140 NA NA 428 925 0 192 281 NA NA 2630 1815 640 363 794 NA NA 1730 2700 1420 1228 2698 NA
1634590800.0 10024.0 NA 235 453 0 108 175 NA NA 458 925 0 268 349 NA NA 2982 2336 712 582 937 NA NA 2126 4037 1210 1360 2703 NA
1634590800.0 10024.1 NA 234 460 0 NA NA NA NA 459 1008 0 NA NA NA NA 2727 2108 636 NA NA NA NA 1271 2266 852 NA NA NA
1634590800.0 10024.2 NA 234 457 0 NA NA NA NA 439 1008 0 NA NA NA NA 2696 2137 622 NA NA NA NA 1132 2434 685 NA NA NA
1634590800.0 10024.3 NA 235 450 0 NA NA NA NA 439 972 0 NA NA NA NA 2742 2159 633 NA NA NA NA 1402 2658 927 NA NA NA
1634590800.0 10024.4 NA 235 460 0 NA NA NA NA 431 968 0 NA NA NA NA 2737 2106 640 NA NA NA NA 1240 2930 966 NA NA NA
1634590800.0 10024.5 NA 237 456 0 NA NA NA NA 436 934 0 NA NA NA NA 2735 2091 631 NA NA NA NA 1320 1920 703 NA NA NA
1634590800.0 10025.0 NA 226 444 0 81 171 NA NA 429 944 0 185 355 NA NA 2817 2089 698 389 934 NA NA 1317 4009 1083 946 1553 NA
1634590800.0 10026.0 NA 234 461 0 82 173 NA NA 448 936 0 192 341 NA NA 2970 2484 710 419 896 NA NA 1576 3871 935 2912 1268 NA
1634590800.0 1003.0 NA 321 0 NA NA NA NA NA 754 0 NA NA NA NA NA 3111 362 NA NA NA NA NA 3776 506 NA NA NA NA
1634590800.0 1004.0 NA 208 89 0 0 0 0 NA 393 202 0 0 0 0 NA 1086 340 84 124 287 281 NA 2430 786 282 223 512 407
1634590800.0 10042.0 NA 231 449 0 108 168 NA NA 431 957 0 280 346 NA NA 2936 2105 700 565 904 NA NA 1775 3520 1669 2117 2008 NA
1634590800.0 10059.0 NA 234 462 0 81 178 NA NA 429 951 0 193 347 NA NA 2984 2849 711 399 934 NA NA 1844 3700 1461 1508 2199 NA
1634590800.0 10071.0 NA 235 452 0 80 174 NA NA 470 949 0 195 347 NA NA 2935 2232 686 404 946 NA NA 1904 4252 926 1638 1516 NA
1634590800.0 101.0 89 NA NA NA NA NA NA 215 NA NA NA NA NA NA 775 NA NA NA NA NA NA 994 NA NA NA NA NA NA
1634590800.0 1010.0 NA 35 57 0 NA NA NA NA 127 157 0 NA NA NA NA 179 264 156 NA NA NA NA 434 433 199 NA NA NA
