Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1634158800.0 1.0 97 159 239 NA NA NA NA NA NA 3562 3532 3794 NA NA NA NA NA NA 4566 931 2280 NA NA NA NA NA NA 2561 606 2153 NA NA NA NA NA NA
1634158800.0 1000.0 NA 345 175 0 63 NA NA NA NA NA 3810 3605 0 3455 NA NA NA NA NA 4524 2315 596 461 NA NA NA NA NA 2256 1375 646 393 NA NA NA NA
1634158800.0 1001.0 NA 290 135 0 0 0 0 0 0 NA 3780 3536 0 0 0 0 0 0 NA 6644 1100 168 125 197 730 247 787 NA 3489 916 191 151 228 763 286 817
1634158800.0 1001.2 NA 533 157 0 NA NA NA NA NA NA 4253 3611 0 NA NA NA NA NA NA 47825 4026 271 NA NA NA NA NA NA 14348 2490 305 NA NA NA NA NA
1634158800.0 1002.0 NA 311 87 NA NA NA NA NA NA NA 3900 3465 NA NA NA NA NA NA NA 8175 1337 NA NA NA NA NA NA NA 4757 796 NA NA NA NA NA NA
1634158800.0 10024.1 NA 267 511 0 NA NA NA NA NA NA 3762 4247 0 NA NA NA NA NA NA 4661 3638 1260 NA NA NA NA NA NA 1513 2767 1323 NA NA NA NA NA
1634158800.0 10024.2 NA 271 514 0 NA NA NA NA NA NA 3757 4231 0 NA NA NA NA NA NA 5032 3397 1184 NA NA NA NA NA NA 1623 2703 1223 NA NA NA NA NA
1634158800.0 10024.3 NA 266 507 0 NA NA NA NA NA NA 3772 4231 0 NA NA NA NA NA NA 4388 3563 1240 NA NA NA NA NA NA 1478 2797 1305 NA NA NA NA NA
1634158800.0 10024.5 NA 269 513 0 NA NA NA NA NA NA 3775 4205 0 NA NA NA NA NA NA 4564 2930 1188 NA NA NA NA NA NA 1493 2361 1231 NA NA NA NA NA
1634158800.0 1003.0 NA 317 NA NA NA NA NA NA NA NA 3896 NA NA NA NA NA NA NA NA 2370 NA NA NA NA NA NA NA NA 2062 NA NA NA NA NA NA NA
1634158800.0 1004.0 NA 258 120 0 0 0 0 NA NA NA 3733 3499 0 0 0 0 NA NA NA 3397 613 163 217 695 617 NA NA NA 2635 584 222 245 725 649 NA NA
1634158800.0 101.0 134 NA NA NA NA NA NA NA NA 3519 NA NA NA NA NA NA NA NA 2292 NA NA NA NA NA NA NA NA 2342 NA NA NA NA NA NA NA NA
1634158800.0 1010.0 NA 66 61 0 NA NA NA NA NA NA 3439 3449 0 NA NA NA NA NA NA 271 421 298 NA NA NA NA NA NA 346 437 344 NA NA NA NA NA
1634158800.0 102.0 132 NA NA NA NA NA NA NA NA 3519 NA NA NA NA NA NA NA NA 2031 NA NA NA NA NA NA NA NA 2072 NA NA NA NA NA NA NA NA
1634158800.0 1020.0 NA 68 61 0 62 NA NA NA NA NA 3496 3413 0 3496 NA NA NA NA NA 537 326 139 694 NA NA NA NA NA 605 367 173 750 NA NA NA NA
1634158800.0 10224.0 NA NA NA 0 254 NA NA NA NA NA NA NA 0 3697 NA NA NA NA NA NA NA 1654 2244 NA NA NA NA NA NA NA 1712 2245 NA NA NA NA
1634158800.0 10225.0 NA NA NA 0 253 NA NA NA NA NA NA NA 0 3698 NA NA NA NA NA NA NA 1614 2147 NA NA NA NA NA NA NA 1667 2151 NA NA NA NA
1634158800.0 103.0 84 138 310 NA NA NA NA NA NA 3509 3519 3879 NA NA NA NA NA NA 2293 654 4524 NA NA NA NA NA NA 1997 634 4182 NA NA NA NA NA NA
1634158800.0 1030.0 NA 218 53 0 0 NA NA NA NA NA 3749 3449 0 0 NA NA NA NA NA 12612 480 63 80 NA NA NA NA NA 3880 381 90 105 NA NA NA NA
1634158800.0 1040.1 NA 111 65 0 NA NA NA NA NA NA 3497 3418 0 NA NA NA NA NA NA 727 273 180 NA NA NA NA NA NA 810 299 206 NA NA NA NA NA
1634158800.0 1041.0 NA 87 73 0 NA NA NA NA NA NA 3493 3431 0 NA NA NA NA NA NA 618 365 132 NA NA NA NA NA NA 826 418 157 NA NA NA NA NA
1634158800.0 10424.0 NA 208 475 0 NA NA NA NA NA NA 3688 4109 0 NA NA NA NA NA NA 1529 4818 1546 NA NA NA NA NA NA 833 3959 1610 NA NA NA NA NA
1634158800.0 105.0 97 147 70 NA NA NA NA NA NA 3555 3528 3422 NA NA NA NA NA NA 3326 1142 308 NA NA NA NA NA NA 1943 847 354 NA NA NA NA NA NA
1634158800.0 106.0 81 0 0 NA NA NA NA NA NA 3494 0 0 NA NA NA NA NA NA 1824 290 3097 NA NA NA NA NA NA 1595 300 3037 NA NA NA NA NA NA
1634158800.0 107.0 100 152 319 NA NA NA NA NA NA 3558 3540 3891 NA NA NA NA NA NA 2833 642 2937 NA NA NA NA NA NA 1409 393 2862 NA NA NA NA NA NA
1634158800.0 108.0 96 154 317 NA NA NA NA NA NA 3562 3536 3915 NA NA NA NA NA NA 4099 725 3486 NA NA NA NA NA NA 1839 460 3220 NA NA NA NA NA NA
1634158800.0 10824.1 NA 251 505 0 NA NA NA NA NA NA 3714 4243 0 NA NA NA NA NA NA 4300 3466 1153 NA NA NA NA NA NA 1484 2849 1196 NA NA NA NA NA
1634158800.0 10824.5 NA 262 502 0 NA NA NA NA NA NA 3735 4210 0 NA NA NA NA NA NA 4596 2912 1074 NA NA NA NA NA NA 1485 2420 1152 NA NA NA NA NA
1634158800.0 10824.501 NA 239 174 0 NA NA NA NA NA NA 3750 7206 0 NA NA NA NA NA NA 7952 1362 635 NA NA NA NA NA NA 2512 1337 679 NA NA NA NA NA
1634158800.0 10824.505 NA 261 174 0 NA NA NA NA NA NA 3700 7215 0 NA NA NA NA NA NA 5786 1498 570 NA NA NA NA NA NA 1865 1547 607 NA NA NA NA NA
