Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1634158800.0 1.0 79 118 175 NA NA NA 254 227 488 NA NA NA 1367 369 922 NA NA NA 2049 1557 3764 NA NA NA
1634158800.0 10.0 NA 138 289 0 NA NA NA 283 633 0 NA NA NA 1909 3115 437 NA NA NA 1235 3952 607 NA NA
1634158800.0 10001.0 NA 223 442 0 80 165 NA 435 906 0 194 316 NA 2625 1686 478 380 981 NA 1361 2951 740 1139 1599
1634158800.0 10002.0 NA 224 440 0 80 175 NA 434 886 0 204 354 NA 2784 1826 540 429 964 NA 1985 2517 1098 1494 1829
1634158800.0 10003.0 NA 219 440 0 80 174 NA 448 932 0 201 349 NA 2616 1724 492 386 997 NA 2089 3912 1426 2182 9302
1634158800.0 10004.0 NA 223 434 0 81 155 NA 435 908 0 193 295 NA 2619 1695 488 384 864 NA 1936 2677 1383 2123 3258
1634158800.0 10005.0 NA 223 439 0 81 175 NA 440 889 0 194 354 NA 2873 1802 523 415 962 NA 1747 3726 1143 1709 3966
1634158800.0 10006.0 NA 227 434 0 77 146 NA 440 895 0 192 298 NA 2629 1630 486 368 986 NA 1351 3159 1267 1077 1315
1634158800.0 10007.0 NA 227 434 0 107 158 NA 430 903 0 278 320 NA 2658 1696 484 540 910 NA 1758 2701 787 1136 3796
1634158800.0 10009.0 NA 225 439 0 108 168 NA 442 896 0 280 352 NA 2717 1756 505 573 1137 NA 2167 3026 889 866 2668
1634158800.0 1001.2 NA 503 159 0 NA NA NA 899 315 0 NA NA NA 14028 1535 116 NA NA NA 6887 1770 367 NA NA
1634158800.0 10023.0 NA 225 430 0 78 143 NA 425 895 0 189 291 NA 2817 1803 546 405 1009 NA 2316 2330 1581 1144 5075
1634158800.0 10024.0 NA 234 457 0 109 182 NA 444 935 0 279 356 NA 2696 1989 523 525 1047 NA 1775 2861 1215 696 1400
1634158800.0 10024.1 NA 237 454 0 NA NA NA 451 919 0 NA NA NA 2731 1921 496 NA NA NA 1073 2134 598 NA NA
1634158800.0 10024.4 NA 236 455 0 NA NA NA 446 907 0 NA NA NA 2954 2126 538 NA NA NA 1769 2580 712 NA NA
1634158800.0 10025.0 NA 228 441 0 87 173 NA 449 909 0 203 351 NA 2844 1928 542 421 1107 NA 1900 3802 1545 1526 1712
1634158800.0 10026.0 NA 238 463 0 83 176 NA 455 928 0 195 349 NA 2694 2093 513 397 961 NA 1645 3441 754 1805 1068
1634158800.0 1003.0 NA 285 NA NA NA NA NA 589 NA NA NA NA NA 1056 NA NA NA NA NA 2179 NA NA NA NA
1634158800.0 10059.0 NA 241 454 0 81 175 NA 484 931 0 194 349 NA 2759 2493 518 393 1036 NA 1900 2727 1628 1107 1586
1634158800.0 10071.0 NA 231 453 0 81 182 NA 443 903 0 204 355 NA 2701 1901 512 391 910 NA 1919 3561 792 1262 1070
1634158800.0 101.0 82 NA NA NA NA NA 235 NA NA NA NA NA 829 NA NA NA NA NA 1283 NA NA NA NA NA
1634158800.0 102.0 93 NA NA NA NA NA 227 NA NA NA NA NA 689 NA NA NA NA NA 863 NA NA NA NA NA
1634158800.0 10224.0 NA 378 673 0 177 NA NA 646 1196 0 357 NA NA 5070 4086 586 1239 NA NA 3087 5569 1529 4370 NA
1634158800.0 10225.0 NA 372 684 0 176 NA NA 618 1185 0 357 NA NA 5015 3664 568 1040 NA NA 2978 4216 800 1514 NA
1634158800.0 103.0 65 112 263 NA NA NA 205 228 571 NA NA NA 733 274 1360 NA NA NA 1917 695 2054 NA NA NA
1634158800.0 10424.0 NA 190 427 0 NA NA NA 360 793 0 NA NA NA 1026 1796 509 NA NA NA 982 4233 5678 NA NA
1634158800.0 106.0 63 0 0 NA NA NA 193 0 0 NA NA NA 602 142 1160 NA NA NA 1775 207 1539 NA NA NA
1634158800.0 107.0 90 124 271 NA NA NA 264 245 568 NA NA NA 1856 415 1469 NA NA NA 1819 876 1740 NA NA NA
1634158800.0 108.0 83 121 275 NA NA NA 261 247 570 NA NA NA 2325 461 1578 NA NA NA 1669 966 1629 NA NA NA
1634158800.0 10801.0 NA 217 428 0 80 156 NA 423 879 0 201 293 NA 2559 1838 536 416 1070 NA 1754 3357 1356 1425 4154
1634158800.0 10802.0 NA 215 433 0 80 177 NA 426 914 0 202 354 NA 2670 1763 523 412 1061 NA 1970 3643 1024 6123 3857
1634158800.0 10803.0 NA 209 431 0 80 179 NA 432 890 0 201 351 NA 2714 1896 531 415 1131 NA 1752 3459 1057 2973 1841
1634158800.0 10804.0 NA 216 430 0 77 169 NA 428 903 0 198 346 NA 2713 1836 500 406 1069 NA 2011 3604 1003 1117 4768
1634158800.0 10805.0 NA 217 427 0 78 176 NA 438 918 0 195 355 NA 2550 1817 528 399 1105 NA 1740 2971 1051 882 2327
1634158800.0 10806.0 NA 217 421 0 77 153 NA 439 877 0 190 290 NA 2484 1673 485 372 975 NA 1294 2899 833 1043 1233
1634158800.0 10807.0 NA 220 427 0 121 158 NA 435 886 0 276 321 NA 2685 1902 502 541 1052 NA 1857 4217 1267 1360 1703
1634158800.0 10808.0 NA 216 426 0 107 172 NA 417 878 0 280 356 NA 2516 1874 534 578 1075 NA 1623 3302 1848 1847 1746
1634158800.0 10809.0 NA 220 435 0 107 179 NA 407 885 0 277 353 NA 2748 1930 505 587 1113 NA 1699 3486 1657 2459 3004
1634158800.0 10823.0 NA 217 422 0 80 159 NA 429 922 0 202 311 NA 2486 1701 539 411 956 NA 1400 3390 1569 931 1101
1634158800.0 10824.0 NA 218 447 0 108 182 NA 433 897 0 265 359 NA 2581 1941 508 554 1036 NA 1908 3464 743 1290 6535
1634158800.0 10824.5 NA 229 446 0 NA NA NA 439 916 0 NA NA NA 2583 1961 490 NA NA NA 4491 2120 548 NA NA
1634158800.0 10824.6 NA 237 443 0 107 184 NA 438 926 0 271 354 NA 2779 2096 537 572 1103 NA 1486 3780 1702 912 1577
1634158800.0 10824.8 NA 228 450 0 107 185 NA 437 903 0 272 354 NA 2819 2070 527 599 1109 NA 2114 3584 1205 1630 2105
1634158800.0 10825.0 NA 211 434 0 81 178 NA 435 890 0 195 355 NA 2746 1911 518 413 1110 NA 1996 2696 1465 945 1483
1634158800.0 10826.0 NA 230 449 0 82 183 NA 444 920 0 201 358 NA 2562 2055 514 392 951 NA 1832 2773 804 996 4024
1634158800.0 10842.0 NA 224 436 0 107 179 NA 428 913 0 275 355 NA 2742 1947 561 581 1128 NA 1624 3962 1137 1465 7239
1634158800.0 10859.0 NA 227 453 0 82 181 NA 439 937 0 194 354 NA 2837 2883 566 404 1114 NA 1815 4028 1339 872 1357
1634158800.0 10871.0 NA 223 444 0 82 178 NA 437 919 0 205 352 NA 2801 2135 553 419 1081 NA 1912 3084 1026 937 1286
1634158800.0 109.0 87 119 277 NA NA NA 269 245 574 NA NA NA 2518 428 1564 NA NA NA 2002 543 5730 NA NA NA
1634158800.0 11.0 NA 133 303 0 66 NA NA 270 481 0 172 NA NA 1495 1611 497 329 NA NA 1110 3250 612 808 NA
1634158800.0 110.0 68 117 266 NA NA NA 196 233 575 NA NA NA 649 380 1397 NA NA NA 1253 563 4964 NA NA NA
1634158800.0 11024.0 NA 441 773 0 179 NA NA 745 1358 0 354 NA NA 5906 4849 538 1032 NA NA 4385 4519 1176 1369 NA
1634158800.0 11024.2 NA 426 761 0 174 NA NA 700 1307 0 352 NA NA 5768 4839 523 874 NA NA 3602 7144 641 1441 NA
1634158800.0 11024.6 NA 446 767 0 179 NA NA 721 1253 0 354 NA NA 6219 4902 584 1139 NA NA 3592 4188 1500 4111 NA
1634158800.0 11025.0 NA 447 724 0 179 NA NA 708 1266 0 352 NA NA 5739 4267 513 932 NA NA 4803 5371 726 968 NA
1634158800.0 111.0 85 121 266 NA NA NA 251 241 577 NA NA NA 1236 341 1390 NA NA NA 1805 473 1733 NA NA NA
1634158800.0 112.0 83 122 266 NA NA NA 261 236 580 NA NA NA 1725 422 1477 NA NA NA 1607 1195 2077 NA NA NA
1634158800.0 113.0 89 124 264 NA NA NA 263 243 586 NA NA NA 1811 461 1538 NA NA NA 2007 3133 1701 NA NA NA
1634158800.0 114.0 92 124 272 NA NA NA 270 237 598 NA NA NA 1858 421 1483 NA NA NA 1917 605 4958 NA NA NA
1634158800.0 115.0 86 123 272 NA NA NA 268 247 582 NA NA NA 2082 465 1605 NA NA NA 2050 960 4756 NA NA NA
1634158800.0 116.0 91 129 273 NA NA NA 269 250 581 NA NA NA 2037 428 1526 NA NA NA 2034 1104 2448 NA NA NA
1634158800.0 11601.0 NA 263 564 0 90 NA NA 520 977 0 211 NA NA 1654 3075 733 1027 NA NA 1967 6179 970 1882 NA
1634158800.0 11602.0 NA 271 583 0 92 NA NA 482 1045 0 217 NA NA 1673 3234 750 1039 NA NA 2824 4993 1331 1916 NA
1634158800.0 11603.0 NA 275 584 0 107 NA NA 493 1045 0 218 NA NA 1684 3289 749 968 NA NA 2892 6869 1595 1144 NA
1634158800.0 11604.0 NA 264 569 0 100 NA NA 504 1020 0 205 NA NA 1661 3187 737 955 NA NA 2769 5436 1252 2084 NA
1634158800.0 11605.0 NA 260 578 0 107 NA NA 491 1014 0 213 NA NA 1549 2880 688 859 NA NA 2356 4178 1014 925 NA
1634158800.0 11606.0 NA 264 553 0 107 NA NA 487 1021 0 213 NA NA 1628 3123 747 959 NA NA 1973 6375 1902 1480 NA
1634158800.0 11607.0 NA 281 565 0 110 NA NA 492 992 0 249 NA NA 1576 2889 688 934 NA NA 3505 5877 892 1506 NA
1634158800.0 11608.0 NA 272 581 0 110 NA NA 523 1057 0 247 NA NA 1705 3160 749 1124 NA NA 3369 5642 2542 1941 NA
1634158800.0 11609.0 NA 272 584 0 110 NA NA 509 1015 0 250 NA NA 1749 3222 756 944 NA NA 3023 5807 1251 1017 NA
1634158800.0 11630.0 NA 304 606 0 94 NA NA 530 1069 0 215 NA NA 1998 4247 796 1017 NA NA 2879 6781 1250 1344 NA
1634158800.0 11634.0 NA 294 609 0 111 NA NA 524 1049 0 266 NA NA 1845 3408 793 1129 NA NA 2166 4449 1182 1999 NA
1634158800.0 11634.1 NA 286 222 0 NA NA NA 535 414 0 NA NA NA 1662 1066 413 NA NA NA 1668 2010 457 NA NA
1634158800.0 11634.24 NA 211 453 0 104 NA NA 412 878 0 205 NA NA 930 2128 696 816 NA NA 2087 3814 1261 830 NA
1634158800.0 11634.521 NA 294 93 0 NA NA NA 515 222 0 NA NA NA 1710 601 210 NA NA NA 2611 702 413 NA NA
1634158800.0 11634.7 NA 293 524 0 NA NA NA 530 901 0 NA NA NA 1665 2484 704 NA NA NA 2788 4203 764 NA NA
1634158800.0 11634.91 NA 297 523 0 111 NA NA 512 955 0 254 NA NA 1677 2504 725 1013 NA NA 2099 3249 1098 1368 NA
1634158800.0 11634.911 91 290 527 0 113 NA 224 499 934 0 261 NA 3650 2557 3232 1268 1480 NA 4520 3527 5325 3518 1543 NA
1634158800.0 11634.912 92 292 531 0 114 NA 219 519 909 0 250 NA 3400 1735 2596 736 968 NA 2997 3758 6003 1488 1027 NA
1634158800.0 11640.0 NA 269 563 0 95 NA NA 507 979 0 208 NA NA 1659 3127 770 984 NA NA 2049 6968 1110 1572 NA
1634158800.0 11643.0 NA 286 605 0 108 NA NA 529 1062 0 222 NA NA 1803 3342 788 1000 NA NA 3456 5369 1708 1767 NA
1634158800.0 11646.0 NA 277 601 0 91 NA NA 491 1061 0 214 NA NA 1616 3080 714 948 NA NA 3959 5510 859 1170 NA
1634158800.0 11650.0 NA 285 600 0 112 NA NA 496 1008 0 261 NA NA 1733 3329 781 1077 NA NA 2053 6180 1121 1470 NA
1634158800.0 11650.911 86 283 513 0 114 NA 217 479 895 0 259 NA 2001 2471 3069 1263 1445 NA 3385 3734 4326 2535 1389 NA
1634158800.0 117.0 86 125 273 NA NA NA 261 239 600 NA NA NA 2497 470 1614 NA NA NA 2476 1087 1652 NA NA NA
1634158800.0 11723.17 NA 303 536 0 NA NA NA 518 917 0 NA NA NA 1785 2946 719 NA NA NA 3096 3394 773 NA NA
1634158800.0 11725.0 NA 272 588 0 91 NA NA 490 1049 0 216 NA NA 1692 3289 767 986 NA NA 2786 4866 1073 1413 NA
1634158800.0 118.0 88 127 280 NA NA NA 264 249 586 NA NA NA 2748 444 1541 NA NA NA 2419 1017 3011 NA NA NA
1634158800.0 11834.0 NA 570 976 0 188 NA NA 983 1625 0 354 NA NA 6466 8251 781 1154 NA NA 4420 8598 1413 2793 NA
1634158800.0 11834.13 NA 573 1076 0 190 NA NA 1024 1920 0 354 NA NA 6771 10247 789 1148 NA NA 6097 7403 1576 3131 NA
1634158800.0 11834.24 NA 818 1743 0 184 NA NA 1440 3208 0 358 NA NA 20015 92828 706 1166 NA NA 11118 44088 1221 2429 NA
1634158800.0 11834.99 NA 499 637 715 0 186 NA 788 1070 1175 0 358 NA 6196 4284 6216 787 1184 NA 6951 4209 7160 1893 1932
1634158800.0 11846.0 NA 592 997 0 188 NA NA 965 1445 0 356 NA NA 6451 7123 772 1166 NA NA 4748 7294 2021 3605 NA
1634158800.0 119.0 81 120 269 NA NA NA 250 230 575 NA NA NA 1468 403 1466 NA NA NA 1711 497 2298 NA NA NA
1634158800.0 11925.0 NA 556 954 0 188 NA NA 1019 1605 0 352 NA NA 6432 6557 778 1149 NA NA 6040 7578 1559 3690 NA
1634158800.0 12.0 NA 146 290 0 NA NA NA 285 610 0 NA NA NA 1762 3012 471 NA NA NA 3039 3881 532 NA NA
1634158800.0 120.0 67 119 264 NA NA NA 217 241 584 NA NA NA 586 379 1386 NA NA NA 1389 1089 2461 NA NA NA
1634158800.0 12034.0 NA 293 606 0 NA NA NA 544 1033 0 NA NA NA 1753 3206 735 NA NA NA 2439 4030 4082 NA NA
1634158800.0 121.0 90 129 281 NA NA NA 265 251 582 NA NA NA 2889 461 1615 NA NA NA 2065 1126 3362 NA NA NA
1634158800.0 122.0 70 111 252 NA NA NA 213 229 564 NA NA NA 687 278 1323 NA NA NA 1309 499 1817 NA NA NA
1634158800.0 123.1 338 NA NA NA NA NA 587 NA NA NA NA NA 999 NA NA NA NA NA 1055 NA NA NA NA NA
1634158800.0 123.2 330 NA NA NA NA NA 584 NA NA NA NA NA 1176 NA NA NA NA NA 1334 NA NA NA NA NA
1634158800.0 123.3 284 NA NA NA NA NA 456 NA NA NA NA NA 850 NA NA NA NA NA 908 NA NA NA NA NA
1634158800.0 124.1 335 NA NA NA NA NA 534 NA NA NA NA NA 887 NA NA NA NA NA 1461 NA NA NA NA NA
1634158800.0 124.2 334 NA NA NA NA NA 577 NA NA NA NA NA 961 NA NA NA NA NA 1783 NA NA NA NA NA
1634158800.0 124.4 326 NA NA NA NA NA 527 NA NA NA NA NA 897 NA NA NA NA NA 962 NA NA NA NA NA
1634158800.0 124.5 328 NA NA NA NA NA 535 NA NA NA NA NA 912 NA NA NA NA NA 1343 NA NA NA NA NA
1634158800.0 124.6 288 NA NA NA NA NA 467 NA NA NA NA NA 899 NA NA NA NA NA 1333 NA NA NA NA NA
1634158800.0 12434.0 NA 299 613 0 112 NA NA 538 1062 0 261 NA NA 1944 3643 745 1010 NA NA 4214 5940 1635 1328 NA
1634158800.0 125.0 85 121 268 NA NA NA 266 244 597 NA NA NA 2041 457 1573 NA NA NA 2390 1420 2752 NA NA NA
1634158800.0 126.0 66 118 264 NA NA NA 212 231 576 NA NA NA 1133 379 1396 NA NA NA 2171 699 2454 NA NA NA
1634158800.0 12634.0 NA 460 783 0 186 NA NA 815 1261 0 357 NA NA 4582 5172 763 1137 NA NA 5070 6532 977 3988 NA
1634158800.0 12634.99 NA 357 495 613 0 187 NA 618 851 1010 0 355 NA 3579 3535 4351 769 1138 NA 3199 5579 6585 1334 1828
1634158800.0 127.0 69 116 261 NA NA NA 198 231 588 NA NA NA 952 406 1433 NA NA NA 1508 1167 2036 NA NA NA
1634158800.0 128.0 68 112 253 NA NA NA 194 234 575 NA NA NA 562 369 1338 NA NA NA 1632 502 1612 NA NA NA
1634158800.0 12834.0 NA 306 616 0 119 NA NA 529 1048 0 267 NA NA 2117 3858 742 1036 NA NA 3726 5739 1227 1447 NA
1634158800.0 129.0 68 117 256 NA NA NA 196 232 564 NA NA NA 559 374 1360 NA NA NA 836 556 2441 NA NA NA
1634158800.0 130.0 67 117 256 NA NA NA 198 243 568 NA NA NA 610 391 1341 NA NA NA 1530 1353 1787 NA NA NA
1634158800.0 1301.0 81 154 193 NA NA NA 221 374 537 NA NA NA 1434 1246 954 NA NA NA 3270 814 4177 NA NA NA
1634158800.0 1302.0 94 164 210 NA NA NA 248 358 521 NA NA NA 2783 1306 1158 NA NA NA 2639 1296 1264 NA NA NA
1634158800.0 1302.181 79 216 188 129 180 NA 220 436 435 386 348 NA 3111 2518 978 687 915 NA 2066 1400 1529 1151 1947 NA
1634158800.0 1303.0 90 163 211 NA NA NA 233 382 556 NA NA NA 4636 1197 1241 NA NA NA 3286 1065 2626 NA NA NA
1634158800.0 13034.0 NA 485 774 0 186 NA NA 739 1192 0 360 NA NA 5003 5428 778 1128 NA NA 7242 6160 1356 1612 NA
1634158800.0 13034.99 NA 362 498 621 0 185 NA 606 853 1043 0 357 NA 3720 3613 4451 776 1136 NA 3775 4076 5223 1423 1647
1634158800.0 131.0 69 125 264 NA NA NA 209 237 566 NA NA NA 920 380 1367 NA NA NA 1652 1991 1496 NA NA NA
1634158800.0 1310.0 NA 166 332 0 NA NA NA 384 654 0 NA NA NA 1267 1572 415 NA NA NA 1011 2347 534 NA NA
1634158800.0 1311.0 NA 158 332 0 74 NA NA 373 549 0 176 NA NA 1226 1196 441 304 NA NA 1201 2363 550 463 NA
1634158800.0 1317.0 NA 155 315 0 166 NA NA 387 641 0 351 NA NA 1230 1505 404 923 NA NA 1322 4098 756 1155 NA
1634158800.0 1318.0 NA 157 311 0 146 NA NA 385 654 0 294 NA NA 1215 1447 397 865 NA NA 1651 4337 656 3363 NA
1634158800.0 1319.0 NA 154 313 0 NA NA NA 364 634 0 NA NA NA 1281 1574 422 NA NA NA 2011 2713 602 NA NA
1634158800.0 132.0 82 126 275 NA NA NA 257 245 583 NA NA NA 2311 480 1622 NA NA NA 2222 3091 1785 NA NA NA
1634158800.0 1320.0 NA 159 313 0 160 NA NA 382 634 0 306 NA NA 1274 1435 410 705 NA NA 1371 2172 745 758 NA
1634158800.0 1321.0 NA 166 313 0 167 NA NA 385 656 0 346 NA NA 1264 1483 412 888 NA NA 1279 2576 779 3852 NA
1634158800.0 1322.0 NA 159 317 0 172 NA NA 361 662 0 352 NA NA 1239 1498 385 818 NA NA 872 2309 1650 3024 NA
1634158800.0 1325.0 NA 166 327 0 68 171 NA 408 635 0 179 350 NA 1320 1666 435 355 937 NA 1315 3990 1269 1331 5885
1634158800.0 1325.4 NA 165 332 0 NA NA NA 388 660 0 NA NA NA 1361 1789 471 NA NA NA 1723 4238 1157 NA NA
1634158800.0 1325.6 NA 201 NA NA NA NA NA 510 NA NA NA NA NA 3750 NA NA NA NA NA 3156 NA NA NA NA
1634158800.0 1325.61 NA 190 NA NA NA NA NA 486 NA NA NA NA NA 3411 NA NA NA NA NA 4808 NA NA NA NA
1634158800.0 1325.7 NA 204 0 NA NA NA NA 491 0 NA NA NA NA 4158 174 NA NA NA NA 3599 231 NA NA NA
1634158800.0 1325.9 NA 194 330 0 86 NA NA 430 659 0 176 NA NA 1418 1627 434 305 NA NA 1356 2297 886 394 NA
1634158800.0 1325.91 NA 198 333 0 68 NA NA 417 671 0 176 NA NA 1413 1653 443 339 NA NA 1393 4425 1056 837 NA
1634158800.0 1329.0 NA 159 324 0 166 NA NA 383 660 0 352 NA NA 1253 1514 427 913 NA NA 1521 2696 754 1440 NA
1634158800.0 133.0 92 127 273 NA NA NA 265 240 576 NA NA NA 3368 491 1850 NA NA NA 2114 1185 2810 NA NA NA
1634158800.0 1330.0 NA 162 356 0 168 NA NA 382 680 0 350 NA NA 1314 1593 438 925 NA NA 1242 2524 858 1289 NA
1634158800.0 1331.0 NA 158 316 0 167 NA NA 382 647 0 354 NA NA 1265 1486 421 939 NA NA 1265 2448 748 1313 NA
