Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1634158800.0 10.0 NA 130 296 0 NA NA NA 258 440 0 NA NA NA 2167 3549 531 NA NA NA 1771 3947 575 NA NA
1634158800.0 10001.0 NA 205 388 0 71 129 NA 343 525 0 147 258 NA 2517 2183 801 257 717 NA 2434 5536 1140 355 1011
1634158800.0 10003.0 NA 206 392 0 72 147 NA 338 534 0 143 278 NA 2456 2154 772 256 816 NA 2037 4793 1276 357 1010
1634158800.0 10004.0 NA 206 387 0 63 144 NA 348 521 0 158 272 NA 2481 2076 766 268 791 NA 1839 4353 1156 892 1186
1634158800.0 10007.0 NA 208 386 0 65 150 NA 348 518 0 144 271 NA 2450 2100 781 257 733 NA 2119 3756 1216 335 914
1634158800.0 10008.0 NA 209 387 0 64 147 NA 347 519 0 146 275 NA 2454 2161 783 274 827 NA 2145 3660 1693 648 1405
1634158800.0 10009.0 NA 208 395 0 75 165 NA 353 541 0 143 291 NA 2466 2168 772 281 752 NA 1955 4632 1323 1032 831
1634158800.0 1001.0 NA 288 109 0 NA NA NA 409 189 0 NA NA NA 2869 587 95 NA NA NA 3692 1600 3417 NA NA
1634158800.0 10023.0 NA 208 379 0 64 128 NA 345 517 0 147 257 NA 2471 2071 781 281 709 NA 2143 4014 1446 854 989
1634158800.0 10024.0 NA 218 399 0 69 150 NA 355 540 0 148 275 NA 2526 2330 799 288 777 NA 2200 3800 1189 633 1054
1634158800.0 10024.2 NA 217 402 0 NA NA NA 351 549 0 NA NA NA 2503 2299 789 NA NA NA 3037 3858 1138 NA NA
1634158800.0 10024.4 NA 211 396 0 NA NA NA 361 551 0 NA NA NA 2486 2281 747 NA NA NA 2024 4133 795 NA NA
1634158800.0 10026.0 NA 217 407 0 67 162 NA 354 557 0 149 292 NA 2616 2644 819 298 902 NA 2371 4406 1271 608 5052
1634158800.0 10042.0 NA 211 387 0 66 148 NA 344 521 0 147 278 NA 2460 2224 791 272 791 NA 1816 3553 1173 470 1151
1634158800.0 10059.0 NA 219 406 0 69 167 NA 358 563 0 145 291 NA 2667 3335 823 290 858 NA 3253 4330 1393 417 1179
1634158800.0 10071.0 NA 210 401 0 66 150 NA 354 543 0 143 275 NA 2485 2348 792 281 767 NA 2118 3330 1252 585 839
1634158800.0 103.0 35 0 0 NA NA NA 122 0 0 NA NA NA 426 222 1493 NA NA NA 1027 241 2507 NA NA NA
1634158800.0 10424.0 NA 165 390 0 NA NA NA 299 526 0 NA NA NA 1119 2264 788 NA NA NA 2869 3405 1019 NA NA
1634158800.0 106.0 35 0 0 NA NA NA 122 0 0 NA NA NA 418 223 1488 NA NA NA 848 340 2502 NA NA NA
1634158800.0 108.0 71 106 282 NA NA NA 185 202 421 NA NA NA 2032 512 1842 NA NA NA 1789 1672 2586 NA NA NA
1634158800.0 10801.0 NA 197 380 0 64 156 NA 331 517 0 158 286 NA 2341 2108 770 277 759 NA 2074 4325 1200 583 885
1634158800.0 10802.0 NA 197 391 0 64 148 NA 335 523 0 146 278 NA 2369 2225 799 293 832 NA 2263 4628 1200 1017 1088
1634158800.0 10803.0 NA 198 386 0 65 161 NA 337 539 0 147 294 NA 2318 2180 783 268 839 NA 2206 4717 1489 473 1414
1634158800.0 10804.0 NA 197 379 0 70 150 NA 336 515 0 148 270 NA 2381 2183 791 286 811 NA 2749 4346 1196 1048 1591
1634158800.0 10805.0 NA 196 387 0 79 152 NA 338 531 0 147 278 NA 2344 2181 803 290 846 NA 2405 4313 1404 1523 2564
1634158800.0 10806.0 NA 196 374 0 75 128 NA 333 514 0 143 251 NA 2323 2096 774 270 636 NA 1920 4270 1261 620 924
1634158800.0 10807.0 NA 199 381 0 65 154 NA 337 523 0 147 281 NA 2420 2261 804 297 836 NA 2836 4423 1179 1278 1237
1634158800.0 10808.0 NA 198 384 0 65 147 NA 338 525 0 147 273 NA 2330 2114 773 289 815 NA 2084 3485 1402 972 2378
1634158800.0 10809.0 NA 195 392 0 65 148 NA 340 546 0 147 274 NA 2364 2186 782 254 736 NA 1957 3871 1304 339 822
1634158800.0 10823.0 NA 199 379 0 65 127 NA 342 513 0 144 255 NA 2408 2185 814 284 831 NA 2283 3833 1547 830 2406
1634158800.0 10826.0 NA 209 402 0 68 151 NA 350 558 0 147 276 NA 2484 2647 832 302 791 NA 2395 3826 1626 1259 886
1634158800.0 10842.0 NA 204 390 0 66 148 NA 347 528 0 146 274 NA 2331 2186 785 261 745 NA 2911 4261 1247 372 847
1634158800.0 10859.0 NA 215 410 0 71 150 NA 357 560 0 148 278 NA 2517 3420 804 282 825 NA 2055 3846 1396 823 1379
1634158800.0 10871.0 NA 202 396 0 66 148 NA 342 539 0 161 272 NA 2432 2359 828 295 860 NA 2308 3709 1384 1118 1487
1634158800.0 109.0 75 108 280 NA NA NA 181 204 419 NA NA NA 2535 538 1873 NA NA NA 1623 1155 2341 NA NA NA
1634158800.0 11.0 NA 110 303 0 56 NA NA 251 415 0 136 NA NA 1731 1900 593 217 NA NA 1798 2862 644 311 NA
1634158800.0 110.0 57 100 269 NA NA NA 151 194 399 NA NA NA 520 461 1655 NA NA NA 1594 1391 2950 NA NA NA
1634158800.0 111.0 72 104 270 NA NA NA 180 199 396 NA NA NA 1197 443 1767 NA NA NA 2077 1372 2042 NA NA NA
1634158800.0 112.0 75 105 277 NA NA NA 179 197 408 NA NA NA 1730 529 1783 NA NA NA 2156 1477 2749 NA NA NA
1634158800.0 11224.0 NA 170 393 0 NA NA NA 306 530 0 NA NA NA 1167 2378 783 NA NA NA 1545 3725 857 NA NA
1634158800.0 11224.6 NA 169 392 0 NA NA NA 304 535 0 NA NA NA 1182 2379 806 NA NA NA 1738 4053 1030 NA NA
1634158800.0 113.0 76 104 276 NA NA NA 187 204 409 NA NA NA 1753 515 1843 NA NA NA 1720 1523 2440 NA NA NA
1634158800.0 114.0 80 106 276 NA NA NA 187 202 406 NA NA NA 1832 528 1823 NA NA NA 2556 1698 2731 NA NA NA
1634158800.0 116.0 74 106 281 NA NA NA 183 202 417 NA NA NA 2215 528 1827 NA NA NA 2234 912 2948 NA NA NA
1634158800.0 11634.0 NA 265 451 0 89 NA NA 434 590 0 164 NA NA 2513 2968 1050 878 NA NA 3300 4609 2713 1057 NA
1634158800.0 11634.501 NA 262 93 0 NA NA NA 430 164 0 NA NA NA 2467 760 157 NA NA NA 3908 1477 424 NA NA
1634158800.0 11634.502 NA 264 92 0 NA NA NA 441 170 0 NA NA NA 2490 761 157 NA NA NA 4317 1378 634 NA NA
1634158800.0 11634.7 NA 262 456 0 NA NA NA 440 583 0 NA NA NA 2388 2835 985 NA NA NA 3721 4302 4252 NA NA
1634158800.0 11640.0 NA 245 432 0 89 NA NA 417 564 0 154 NA NA 2322 2661 993 774 NA NA 3539 4481 1725 3758 NA
1634158800.0 11646.0 NA 256 447 0 81 NA NA 424 581 0 151 NA NA 2417 2778 1016 722 NA NA 3756 5353 1692 1808 NA
1634158800.0 11650.0 NA 260 448 0 103 NA NA 436 580 0 165 NA NA 2444 2790 1026 803 NA NA 4147 5457 1585 886 NA
1634158800.0 11650.501 NA 262 95 0 NA NA NA 431 174 0 NA NA NA 2368 703 133 NA NA NA 3025 1238 195 NA NA
1634158800.0 11650.502 NA 259 90 0 NA NA NA 429 167 0 NA NA NA 2361 746 154 NA NA NA 3131 2359 700 NA NA
1634158800.0 117.0 74 107 280 NA NA NA 188 206 411 NA NA NA 2169 535 1825 NA NA NA 1956 620 2272 NA NA NA
1634158800.0 118.0 79 113 286 NA NA NA 185 202 423 NA NA NA 2716 526 2070 NA NA NA 1155 391 3931 NA NA NA
1634158800.0 119.0 69 101 268 NA NA NA 176 198 395 NA NA NA 1248 489 1715 NA NA NA 1197 1285 3235 NA NA NA
1634158800.0 120.0 56 108 270 NA NA NA 151 198 401 NA NA NA 529 475 1693 NA NA NA 1037 1514 3159 NA NA NA
1634158800.0 12024.0 NA 281 453 0 NA NA NA 449 594 0 NA NA NA 2542 2869 988 NA NA NA 3700 4628 1084 NA NA
1634158800.0 121.0 79 106 289 NA NA NA 186 203 425 NA NA NA 2498 557 1889 NA NA NA 2136 1191 3009 NA NA NA
1634158800.0 122.0 35 0 0 NA NA NA 122 0 0 NA NA NA 420 219 1443 NA NA NA 907 246 1903 NA NA NA
1634158800.0 123.1 387 NA NA NA NA NA 524 NA NA NA NA NA 1252 NA NA NA NA NA 1884 NA NA NA NA NA
1634158800.0 124.2 358 NA NA NA NA NA 487 NA NA NA NA NA 1209 NA NA NA NA NA 1987 NA NA NA NA NA
1634158800.0 12434.0 NA 270 455 0 89 NA NA 439 603 0 163 NA NA 2540 3071 1053 867 NA NA 4027 5097 8380 1316 NA
1634158800.0 125.0 75 101 271 NA NA NA 186 195 401 NA NA NA 1797 489 1735 NA NA NA 1869 1404 2924 NA NA NA
1634158800.0 126.0 54 99 267 NA NA NA 161 199 402 NA NA NA 1064 482 1723 NA NA NA 1495 1393 2258 NA NA NA
1634158800.0 127.0 56 100 264 NA NA NA 143 207 395 NA NA NA 844 484 1703 NA NA NA 1531 1960 2077 NA NA NA
1634158800.0 128.0 55 99 270 NA NA NA 142 198 405 NA NA NA 494 460 1669 NA NA NA 1051 1052 3131 NA NA NA
1634158800.0 129.0 56 98 260 NA NA NA 143 196 393 NA NA NA 523 475 1750 NA NA NA 1132 1751 2972 NA NA NA
1634158800.0 130.0 57 99 269 NA NA NA 144 199 403 NA NA NA 556 444 1709 NA NA NA 1196 438 2923 NA NA NA
1634158800.0 1301.0 63 132 206 NA NA NA 157 227 324 NA NA NA 1009 1275 1137 NA NA NA 1623 2627 5038 NA NA NA
1634158800.0 1302.0 81 136 208 NA NA NA 172 238 334 NA NA NA 2376 1304 1291 NA NA NA 1942 1021 1973 NA NA NA
1634158800.0 1302.17 64 210 238 NA NA NA 148 307 367 NA NA NA 2476 2421 1391 NA NA NA 2099 1996 1663 NA NA NA
1634158800.0 1302.18 61 200 188 136 149 NA 148 303 299 252 270 NA 2453 2326 1047 645 710 NA 1717 2162 2092 1154 739 NA
1634158800.0 1302.181 63 199 199 132 155 NA 149 296 307 254 281 NA 2557 2319 1033 658 760 NA 2269 1786 2005 1492 991 NA
1634158800.0 1304.18 60 197 181 128 147 NA 148 295 288 245 274 NA 1861 2279 980 636 794 NA 1847 1961 2095 1950 942 NA
1634158800.0 1304.181 62 198 194 128 153 NA 148 299 298 236 278 NA 2040 2293 979 641 811 NA 1701 1928 1702 1023 2022 NA
1634158800.0 1304.182 60 196 195 130 NA NA 148 299 306 237 NA NA 1770 2258 974 607 NA NA 1671 1743 1496 806 NA NA
1634158800.0 1306.0 NA 134 293 0 NA NA NA 264 441 0 NA NA NA 1273 1718 470 NA NA NA 1718 3298 810 NA NA
1634158800.0 1309.0 NA 144 311 0 NA NA NA 281 446 0 NA NA NA 1327 1916 501 NA NA NA 1562 3104 1070 NA NA
1634158800.0 131.0 57 100 268 NA NA NA 146 194 402 NA NA NA 873 492 1754 NA NA NA 1235 1634 2707 NA NA NA
1634158800.0 1312.0 NA 141 305 0 NA NA NA 273 468 0 NA NA NA 1331 1935 473 NA NA NA 1620 2944 562 NA NA
1634158800.0 1313.0 NA 142 322 0 NA NA NA 276 463 0 NA NA NA 1282 2138 489 NA NA NA 2052 3466 943 NA NA
1634158800.0 1315.0 NA 133 295 0 NA NA NA 266 431 0 NA NA NA 1292 1698 468 NA NA NA 1412 2799 827 NA NA
1634158800.0 1317.0 NA 133 296 0 147 NA NA 271 421 0 273 NA NA 1269 1713 468 696 NA NA 1227 2891 737 743 NA
1634158800.0 1318.0 NA 132 298 0 139 NA NA 268 434 0 268 NA NA 1263 1773 473 777 NA NA 1677 3568 966 1972 NA
1634158800.0 132.0 74 105 281 NA NA NA 183 203 419 NA NA NA 2066 524 1838 NA NA NA 1575 1534 2711 NA NA NA
1634158800.0 1320.0 NA 134 305 0 138 NA NA 266 434 0 264 NA NA 1286 1744 481 769 NA NA 2044 3217 691 914 NA
1634158800.0 1321.0 NA 135 298 0 147 NA NA 276 434 0 269 NA NA 1296 1792 472 761 NA NA 1203 3807 639 1809 NA
1634158800.0 1322.0 NA 136 303 0 147 NA NA 272 455 0 274 NA NA 1340 1812 482 700 NA NA 1538 3157 1350 733 NA
