Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1634331600.0 10824.502 224 117 0 923 819 0 2280 374 195 1006 919 715
1634331600.0 10824.506 244 121 0 916 813 0 2246 371 206 988 909 290
1634331600.0 10824.512 245 96 0 919 708 0 2256 303 143 895 392 174
1634331600.0 10824.522 247 91 0 935 668 0 2210 287 145 840 374 168
1634331600.0 10824.592 246 341 0 919 1505 0 2217 1771 444 857 3058 575
1634331600.0 10824.596 252 317 0 918 1519 0 2222 2333 446 970 3331 596
1634331600.0 10842.502 241 103 0 921 820 0 2188 350 187 931 869 265
1634331600.0 10842.506 241 116 0 919 817 0 2236 353 188 876 1038 261
1634331600.0 11634.502 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634331600.0 11634.506 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634331600.0 11634.512 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634331600.0 11634.522 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634331600.0 11634.592 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634331600.0 11634.596 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634331600.0 11650.502 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634331600.0 11650.506 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634331600.0 136.885502 124 91 0 258 808 0 522 538 134 743 692 188
1634331600.0 136.885512 138 93 0 249 706 0 497 529 149 449 1004 210
1634331600.0 136.885522 130 95 0 254 681 0 506 519 142 868 536 199
1634331600.0 136.888502 138 104 0 249 808 0 504 551 134 499 1052 191
1634331600.0 136.888512 126 93 0 254 716 0 538 555 148 703 621 201
1634331600.0 136.888522 130 92 0 248 684 0 516 522 142 879 522 194
