Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1634072400.0 10824.502 237 101 0 920 820 0 2271 385 204 907 1019 277
1634072400.0 10824.506 244 116 0 911 816 0 2244 379 205 927 426 244
1634072400.0 10824.512 248 96 0 924 705 0 2244 309 145 845 822 176
1634072400.0 10824.522 242 89 0 906 671 0 2256 283 146 879 289 171
1634072400.0 10824.592 242 505 0 922 1496 0 2192 1645 456 858 1892 641
1634072400.0 10824.596 242 497 0 913 1488 0 2264 1639 453 900 2057 613
1634072400.0 10842.502 242 115 0 921 822 0 2217 350 189 868 595 233
1634072400.0 10842.506 235 106 0 920 821 0 2220 375 192 911 1024 229
1634072400.0 11634.502 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634072400.0 11634.506 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634072400.0 11634.512 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634072400.0 11634.522 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634072400.0 11634.592 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634072400.0 11634.596 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634072400.0 11650.502 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634072400.0 11650.506 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634072400.0 136.885502 132 98 0 246 805 0 507 558 140 636 772 174
1634072400.0 136.885512 127 89 0 248 705 0 509 546 155 589 659 651
1634072400.0 136.885522 135 92 0 245 679 0 498 536 149 591 610 272
1634072400.0 136.888502 131 90 0 244 806 0 514 564 141 508 709 633
1634072400.0 136.888512 129 89 0 249 702 0 520 568 154 543 684 235
1634072400.0 136.888522 136 81 0 243 678 0 523 530 148 580 565 227
