Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1634504400.0 11634.502 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634504400.0 11634.506 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634504400.0 11634.512 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634504400.0 11634.522 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634504400.0 11634.592 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634504400.0 11634.596 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634504400.0 11650.502 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634504400.0 11650.506 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1634504400.0 136.885502 130 100 0 246 803 0 511 562 155 412 678 245
1634504400.0 136.885522 134 90 0 244 677 0 520 553 160 593 691 273
1634504400.0 136.888502 134 105 0 253 803 0 531 581 147 591 1100 428
