Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1634245200.0 1.0 82 119 176 NA NA NA NA NA NA 249 232 488 NA NA NA NA NA NA 1408 381 952 NA NA NA NA NA NA 2220 1305 1605 NA NA NA NA NA NA
1634245200.0 10.0 NA 150 290 0 NA NA NA NA NA NA 290 618 0 NA NA NA NA NA NA 2038 3329 489 NA NA NA NA NA NA 2232 3748 792 NA NA NA NA NA
1634245200.0 1000.0 NA 271 139 0 70 NA NA NA NA NA 490 302 0 155 NA NA NA NA NA 2730 1134 363 371 NA NA NA NA NA 2473 1777 631 528 NA NA NA NA
1634245200.0 10001.0 NA 226 437 0 82 162 NA NA NA NA 434 901 0 193 337 NA NA NA NA 2772 1817 520 385 956 NA NA NA NA 1764 3955 1416 800 3314 NA NA NA
1634245200.0 10002.0 NA 224 436 0 83 177 NA NA NA NA 427 887 0 194 348 NA NA NA NA 2774 1801 518 390 953 NA NA NA NA 1842 3001 1640 1611 1663 NA NA NA
1634245200.0 10003.0 NA 228 438 0 81 175 NA NA NA NA 452 883 0 193 347 NA NA NA NA 2692 1730 484 370 946 NA NA NA NA 2129 4045 1198 907 2100 NA NA NA
1634245200.0 10004.0 NA 224 437 0 82 154 NA NA NA NA 445 936 0 192 309 NA NA NA NA 2693 1699 485 365 895 NA NA NA NA 1969 3733 897 772 2114 NA NA NA
1634245200.0 10005.0 NA 226 437 0 93 175 NA NA NA NA 427 908 0 194 346 NA NA NA NA 2818 1762 517 393 989 NA NA NA NA 2003 2246 957 1496 4267 NA NA NA
1634245200.0 10006.0 NA 222 431 0 78 143 NA NA NA NA 445 881 0 195 286 NA NA NA NA 2661 1655 490 361 878 NA NA NA NA 1967 2946 916 827 2014 NA NA NA
1634245200.0 10007.0 NA 228 434 0 109 155 NA NA NA NA 465 903 0 272 317 NA NA NA NA 2830 1816 521 567 903 NA NA NA NA 1768 4013 1217 1931 1199 NA NA NA
1634245200.0 10008.0 NA 232 437 0 111 176 NA NA NA NA 437 912 0 273 356 NA NA NA NA 2786 1777 517 554 891 NA NA NA NA 1660 3762 1149 1066 1375 NA NA NA
1634245200.0 10009.0 NA 230 437 0 109 172 NA NA NA NA 451 879 0 270 349 NA NA NA NA 2795 1827 526 565 955 NA NA NA NA 2224 3285 1238 2524 1538 NA NA NA
1634245200.0 1001.0 NA 255 129 0 0 0 0 0 0 NA 452 255 0 0 0 0 0 0 NA 2364 558 106 78 111 274 140 269 NA 2898 1189 512 240 258 783 464 394
1634245200.0 1001.2 NA 505 191 0 NA NA NA NA NA NA 917 442 0 NA NA NA NA NA NA 14005 1976 120 NA NA NA NA NA NA 6970 1996 246 NA NA NA NA NA
1634245200.0 1002.0 NA 272 75 NA NA NA NA NA NA NA 578 171 NA NA NA NA NA NA NA 2806 340 NA NA NA NA NA NA NA 4585 256 NA NA NA NA NA NA
1634245200.0 10023.0 NA 226 430 0 79 147 NA NA NA NA 441 882 0 196 307 NA NA NA NA 2839 1746 528 384 935 NA NA NA NA 2306 3317 1527 1017 1635 NA NA NA
1634245200.0 10024.0 NA 233 458 0 111 181 NA NA NA NA 447 906 0 269 349 NA NA NA NA 2899 2057 545 566 993 NA NA NA NA 2916 3872 991 1691 3982 NA NA NA
