Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1634158800.0 1.0 73 160 179 NA NA NA NA 192 583 556 NA NA NA NA 1111 415 1169 NA NA NA NA 2002 427 2823 NA NA NA NA
1634158800.0 10.0 NA 156 281 0 NA NA NA NA 596 669 0 NA NA NA NA 2080 3354 528 NA NA NA NA 872 2378 664 NA NA NA
1634158800.0 10001.0 NA 209 349 0 74 NA NA NA 601 651 0 124 NA NA NA 2007 1818 915 384 NA NA NA 1118 2353 1287 476 NA NA
1634158800.0 10002.0 NA 207 352 0 68 NA NA NA 557 732 0 131 NA NA NA 1996 1815 911 248 NA NA NA 904 2387 1123 1073 NA NA
1634158800.0 10003.0 NA 204 351 0 67 NA NA NA 604 651 0 125 NA NA NA 2171 1968 992 284 NA NA NA 2297 3611 1942 931 NA NA
1634158800.0 10004.0 NA 209 349 0 66 NA NA NA 602 719 0 128 NA NA NA 2150 1989 969 486 NA NA NA 1263 3517 1273 679 NA NA
1634158800.0 10005.0 NA 209 344 0 66 NA NA NA 604 721 0 124 NA NA NA 2160 1942 975 285 NA NA NA 1623 3736 1593 738 NA NA
1634158800.0 10006.0 NA 207 344 0 65 NA NA NA 556 767 0 129 NA NA NA 2184 1928 978 523 NA NA NA 2716 4493 1505 723 NA NA
1634158800.0 10007.0 NA 207 349 0 66 NA NA NA 557 581 0 124 NA NA NA 2168 1952 969 280 NA NA NA 2825 3883 1292 840 NA NA
1634158800.0 10008.0 NA 207 354 0 67 NA NA NA 558 698 0 125 NA NA NA 2184 2022 990 276 NA NA NA 1925 5222 1629 629 NA NA
1634158800.0 10009.0 NA 208 350 0 66 NA NA NA 603 741 0 130 NA NA NA 2205 2012 975 284 NA NA NA 2353 3617 1215 1001 NA NA
1634158800.0 1001.2 NA 380 128 0 NA NA NA NA 793 201 0 NA NA NA NA 14777 1598 119 NA NA NA NA 7516 1467 431 NA NA NA
1634158800.0 1002.0 NA 293 77 NA NA NA NA NA 620 135 NA NA NA NA NA 3013 345 NA NA NA NA NA 4863 219 NA NA NA NA
1634158800.0 10023.0 NA 209 347 0 68 NA NA NA 602 665 0 123 NA NA NA 2028 1787 920 372 NA NA NA 1340 2183 1268 3574 NA NA
1634158800.0 10024.0 NA 215 360 0 68 NA NA NA 603 687 0 126 NA NA NA 2254 2248 1000 547 NA NA NA 2553 4178 1238 1156 NA NA
1634158800.0 10025.0 NA 210 355 0 67 NA NA NA 557 730 0 124 NA NA NA 2234 2086 1000 285 NA NA NA 1602 4487 1358 777 NA NA
1634158800.0 10026.0 NA 216 363 0 69 NA NA NA 558 770 0 124 NA NA NA 2091 2172 949 332 NA NA NA 1019 4618 1300 1854 NA NA
1634158800.0 1004.0 NA 225 97 0 0 0 0 NA 359 150 0 0 0 0 NA 1320 290 71 109 253 243 NA 3182 849 178 213 754 283
1634158800.0 10042.0 NA 213 355 0 68 NA NA NA 602 744 0 125 NA NA NA 2053 1922 954 268 NA NA NA 1292 4478 1657 606 NA NA
1634158800.0 10059.0 NA 226 364 0 68 NA NA NA 558 742 0 125 NA NA NA 2305 2873 1001 297 NA NA NA 1105 2799 1169 708 NA NA
1634158800.0 10071.0 NA 216 358 0 75 NA NA NA 601 656 0 125 NA NA NA 2235 2164 1001 359 NA NA NA 1968 4867 1557 466 NA NA
1634158800.0 10224.0 NA 385 564 0 NA NA NA NA 668 969 0 NA NA NA NA 4250 4239 963 NA NA NA NA 3479 5211 1520 NA NA NA
1634158800.0 10225.0 NA 364 573 0 NA NA NA NA 618 982 0 NA NA NA NA 4022 3771 957 NA NA NA NA 3666 5910 1206 NA NA NA
1634158800.0 103.0 41 0 0 NA NA NA NA 97 0 0 NA NA NA NA 521 224 1556 NA NA NA NA 2006 1051 2872 NA NA NA NA
1634158800.0 1040.0 NA 354 21 0 NA NA NA NA 770 72 0 NA NA NA NA 11658 118 113 NA NA NA NA 4578 3349 448 NA NA NA
1634158800.0 10424.0 NA 170 360 0 NA NA NA NA 601 741 0 NA NA NA NA 720 2204 1008 NA NA NA NA 1141 4285 1835 NA NA NA
1634158800.0 106.0 41 0 0 NA NA NA NA 97 0 0 NA NA NA NA 459 208 1463 NA NA NA NA 928 663 4096 NA NA NA NA
1634158800.0 107.0 75 152 262 NA NA NA NA 212 584 587 NA NA NA NA 1970 461 1755 NA NA NA NA 1749 525 4501 NA NA NA NA
1634158800.0 108.0 87 192 271 NA NA NA NA 207 583 643 NA NA NA NA 2227 459 1688 NA NA NA NA 957 338 2039 NA NA NA NA
1634158800.0 10801.0 NA 274 380 0 81 177 NA NA 678 676 0 141 270 NA NA 2875 2069 1708 860 781 NA NA 3911 5944 1946 1297 1651 NA
1634158800.0 10804.0 NA 271 378 0 81 167 NA NA 633 658 0 140 289 NA NA 2882 2020 1711 440 782 NA NA 3985 3552 1982 1184 1608 NA
1634158800.0 10807.0 NA 277 378 0 90 166 NA NA 633 766 0 151 266 NA NA 2921 2092 1730 461 776 NA NA 3726 3345 2617 2363 7459 NA
1634158800.0 10808.0 NA 283 381 0 92 197 NA NA 589 632 0 147 308 NA NA 2899 2080 1728 448 883 NA NA 4594 3319 2267 942 1854 NA
1634158800.0 10809.0 NA 290 378 0 96 191 NA NA 635 639 0 145 326 NA NA 2936 2124 1749 446 843 NA NA 3368 6117 3707 729 1467 NA
1634158800.0 10824.1 NA 312 200 0 NA NA NA NA 679 347 0 NA NA NA NA 3287 945 350 NA NA NA NA 3556 2357 687 NA NA NA
1634158800.0 10824.5 NA 306 156 0 NA NA NA NA 635 245 0 NA NA NA NA 3324 638 151 NA NA NA NA 2886 1955 532 NA NA NA
1634158800.0 10824.7 NA 282 390 0 92 198 NA NA 633 671 0 151 315 NA NA 1841 2337 1772 471 796 NA NA 2780 4112 3074 756 1179 NA
1634158800.0 10826.0 NA 310 402 0 93 200 NA NA 642 769 0 157 311 NA NA 3145 2577 1765 595 837 NA NA 3311 6459 3140 701 1224 NA
1634158800.0 10842.7 NA 260 383 0 91 198 NA NA 681 682 0 152 315 NA NA 1751 2167 1753 464 805 NA NA 2607 3585 2985 2300 1142 NA
1634158800.0 10859.0 NA 307 394 0 92 196 NA NA 678 701 0 146 311 NA NA 3120 2868 1770 472 828 NA NA 3569 3773 2205 901 1065 NA
1634158800.0 10871.0 NA 293 384 0 83 203 NA NA 633 713 0 145 327 NA NA 3008 2224 1778 456 791 NA NA 3103 4678 3824 2753 994 NA
1634158800.0 109.0 82 117 271 NA NA NA NA 213 583 621 NA NA NA NA 2658 516 1813 NA NA NA NA 2497 2316 4645 NA NA NA NA
1634158800.0 11.0 NA 114 269 0 59 NA NA NA 587 607 0 120 NA NA NA 1641 1710 606 409 NA NA NA 1734 4177 2253 652 NA NA
1634158800.0 110.0 59 116 260 NA NA NA NA 126 584 612 NA NA NA NA 544 443 1632 NA NA NA NA 2686 1529 4357 NA NA NA NA
1634158800.0 111.0 75 132 273 NA NA NA NA 197 583 580 NA NA NA NA 1538 412 1662 NA NA NA NA 2313 551 2356 NA NA NA NA
1634158800.0 112.0 80 108 263 NA NA NA NA 213 582 648 NA NA NA NA 1807 473 1729 NA NA NA NA 1789 2236 3825 NA NA NA NA
1634158800.0 11224.0 NA 278 393 0 NA NA NA NA 633 743 0 NA NA NA NA 1755 2368 1754 NA NA NA NA 2399 6429 2532 NA NA NA
