Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1634421600.0 10803.0 NA 217 434 0 80 178 NA 440 916 0 205 353 NA 2489 1732 487 383 1074 NA 1511 3105 1176 880 1511
1634421600.0 10806.0 NA 216 425 0 84 147 NA 428 907 0 196 292 NA 2492 1645 486 362 981 NA 1591 2390 1521 884 2033
1634421600.0 10823.0 NA 217 429 0 80 154 NA 434 865 0 201 334 NA 2499 1669 487 395 996 NA 1784 3708 735 2339 1413
1634421600.0 10859.0 NA 233 452 0 107 179 NA 448 911 0 202 356 NA 2604 2731 524 384 1079 NA 1527 3434 1146 687 1483
1634421600.0 11.0 NA 124 284 0 71 NA NA 262 494 0 171 NA NA 1504 1633 506 321 NA NA 1155 3650 786 1008 NA
1634421600.0 119.0 82 121 268 NA NA NA 249 238 571 NA NA NA 1471 399 1447 NA NA NA 1292 708 2101 NA NA NA
1634421600.0 132.0 85 134 275 NA NA NA 260 247 579 NA NA NA 2176 428 1533 NA NA NA 1592 727 2086 NA NA NA
1634421600.0 1325.6 NA 207 NA NA NA NA NA 491 NA NA NA NA NA 3797 NA NA NA NA NA 4646 NA NA NA NA
1634421600.0 1325.61 NA 194 NA NA NA NA NA 488 NA NA NA NA NA 3632 NA NA NA NA NA 4352 NA NA NA NA
1634421600.0 1325.9 NA 197 325 0 84 NA NA 420 649 0 176 NA NA 1391 1634 432 347 NA NA 1897 3065 738 807 NA
1634421600.0 1329.0 NA 156 325 0 170 NA NA 383 652 0 354 NA NA 1263 1523 429 924 NA NA 1211 3976 1033 1508 NA
1634421600.0 1338.0 NA 168 331 0 171 NA NA 391 659 0 352 NA NA 1290 1629 425 959 NA NA 1553 3906 776 1337 NA
1634421600.0 23461.97 941 NA NA NA NA NA 1632 NA NA NA NA NA 9340 NA NA NA NA NA 5796 NA NA NA NA NA
1634421600.0 25209.0 NA 352 565 0 170 NA NA 618 980 0 346 NA NA 3300 3204 440 951 NA NA 2143 3516 776 1501 NA
1634421600.0 25407.18 1029 0 128 NA NA NA 1488 0 372 NA NA NA 5437 313 653 NA NA NA 3431 714 999 NA NA NA
1634421600.0 4.28 NA 67 270 0 NA NA NA 148 582 0 NA NA NA 278 3078 1615 NA NA NA 996 4697 2041 NA NA
1634421600.0 4.29 NA 46 288 0 146 NA NA 117 575 0 319 NA NA 234 3103 357 1243 NA NA 827 3226 633 1357 NA
1634421600.0 4000.0 NA 139 297 NA NA NA NA 289 621 NA NA NA NA 2131 4101 NA NA NA NA 2027 3580 NA NA NA
1634421600.0 4006.0 65 191 343 NA NA NA 207 332 655 NA NA NA 827 815 2091 NA NA NA 1568 1948 2454 NA NA NA
1634421600.0 500200.1 91 212 230 NA NA NA 243 387 533 NA NA NA 1985 804 1838 NA NA NA 2043 3178 2996 NA NA NA
