Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1633899600.0 1.0 73 118 176 NA NA NA NA NA NA 216 223 478 NA NA NA NA NA NA 1360 374 915 NA NA NA NA NA NA 3628 807 1303 NA NA NA NA NA NA
1633899600.0 10.0 NA 138 287 0 NA NA NA NA NA NA 271 605 0 NA NA NA NA NA NA 1933 3224 504 NA NA NA NA NA NA 1241 2685 1132 NA NA NA NA NA
1633899600.0 1000.0 NA 268 136 0 50 NA NA NA NA NA 482 307 0 153 NA NA NA NA NA 2800 1164 392 385 NA NA NA NA NA 2407 1443 994 637 NA NA NA NA
1633899600.0 10001.0 NA 223 438 0 79 157 NA NA NA NA 426 885 0 191 320 NA NA NA NA 2646 1754 529 388 974 NA NA NA NA 1550 2834 1119 1032 2151 NA NA NA
1633899600.0 10002.0 NA 223 434 0 82 172 NA NA NA NA 427 909 0 192 342 NA NA NA NA 2590 1777 536 389 967 NA NA NA NA 1374 3502 1013 632 1339 NA NA NA
1633899600.0 10003.0 NA 226 439 0 79 171 NA NA NA NA 431 878 0 194 348 NA NA NA NA 2625 1771 525 383 979 NA NA NA NA 1894 2270 765 685 1607 NA NA NA
1633899600.0 10004.0 NA 223 437 0 97 151 NA NA NA NA 433 892 0 194 311 NA NA NA NA 2508 1670 504 377 859 NA NA NA NA 1731 3755 1697 1252 1939 NA NA NA
1633899600.0 10005.0 NA 219 437 0 79 172 NA NA NA NA 424 886 0 192 341 NA NA NA NA 2620 1749 534 390 973 NA NA NA NA 1637 3020 1100 1450 2231 NA NA NA
1633899600.0 10006.0 NA 212 426 0 75 141 NA NA NA NA 429 866 0 183 281 NA NA NA NA 2614 1665 524 386 918 NA NA NA NA 1501 1985 1096 1303 2015 NA NA NA
1633899600.0 10007.0 NA 226 432 0 106 153 NA NA NA NA 429 896 0 263 321 NA NA NA NA 2667 1754 545 545 942 NA NA NA NA 1816 2248 1155 1523 1710 NA NA NA
1633899600.0 10008.0 NA 225 434 0 107 167 NA NA NA NA 427 894 0 266 352 NA NA NA NA 2544 1698 511 515 890 NA NA NA NA 1905 3320 1101 1871 2090 NA NA NA
1633899600.0 10009.0 NA 225 436 0 106 169 NA NA NA NA 460 885 0 263 345 NA NA NA NA 2530 1734 517 517 901 NA NA NA NA 1738 3074 1302 1714 1886 NA NA NA
1633899600.0 1001.0 NA 255 116 0 0 0 0 0 0 NA 434 225 0 0 0 0 0 0 NA 2465 545 106 87 121 291 140 264 NA 2671 1299 198 376 427 704 234 318
1633899600.0 1001.2 NA 503 144 0 NA NA NA NA NA NA 927 303 0 NA NA NA NA NA NA 14316 1644 128 NA NA NA NA NA NA 6752 1561 199 NA NA NA NA NA
1633899600.0 1002.0 NA 269 72 NA NA NA NA NA NA NA 581 165 NA NA NA NA NA NA NA 2737 351 NA NA NA NA NA NA NA 4257 282 NA NA NA NA NA NA
1633899600.0 10023.0 NA 224 432 0 76 140 NA NA NA NA 441 899 0 184 286 NA NA NA NA 2622 1731 537 379 927 NA NA NA NA 1736 2893 1128 1126 2088 NA NA NA
1633899600.0 10024.0 NA 233 452 0 107 174 NA NA NA NA 439 907 0 265 339 NA NA NA NA 2607 1945 539 535 938 NA NA NA NA 2139 2392 1095 1849 2383 NA NA NA
1633899600.0 10024.1 NA 233 454 0 NA NA NA NA NA NA 443 914 0 NA NA NA NA NA NA 2596 1906 507 NA NA NA NA NA NA 1501 2357 624 NA NA NA NA NA
1633899600.0 10024.2 NA 234 451 0 NA NA NA NA NA NA 445 924 0 NA NA NA NA NA NA 2622 1948 523 NA NA NA NA NA NA 2407 2498 759 NA NA NA NA NA
