Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1634677200.0 101.0 108 NA NA NA NA 3519 NA NA NA NA 2269 NA NA NA NA 2315 NA NA NA NA
1634677200.0 102.0 103 NA NA NA NA 3519 NA NA NA NA 1996 NA NA NA NA 2065 NA NA NA NA
1634677200.0 10224.0 NA NA 726 0 261 NA NA 4583 0 3694 NA NA 10183 1445 1986 NA NA 5601 1497 1951
1634677200.0 10225.0 NA NA NA 0 246 NA NA NA 0 3691 NA NA NA 1437 1963 NA NA NA 1478 1943
1634677200.0 103.0 80 145 304 NA NA 3509 3522 3891 NA NA 1963 585 4224 NA NA 1730 525 4070 NA NA
1634677200.0 106.0 78 0 0 NA NA 3494 0 0 NA NA 1415 199 2160 NA NA 1251 208 2041 NA NA
1634677200.0 110.0 80 147 313 NA NA 3501 3534 3884 NA NA 1526 665 2605 NA NA 1228 439 2322 NA NA
1634677200.0 11602.0 NA 331 682 0 108 NA 3809 4359 0 3505 NA 3406 6698 1936 1165 NA 2270 5691 1977 1091
1634677200.0 11603.0 NA 335 691 0 107 NA 3793 4391 0 3505 NA 3469 7026 2287 1094 NA 2343 5830 2521 1028
1634677200.0 11604.0 NA 315 678 0 104 NA 3813 4363 0 3498 NA 3330 6718 1943 1050 NA 2311 5858 1981 980
1634677200.0 11608.0 NA 326 681 0 132 NA 3805 4387 0 3556 NA 3467 6719 2234 1183 NA 2237 5732 2307 1121
1634677200.0 11609.0 NA 327 699 0 130 NA 3819 4384 0 3557 NA 2968 8264 2299 1229 NA 2018 6932 2419 1156
1634677200.0 11630.0 NA 343 728 0 112 NA 3827 4440 0 3515 NA 3662 11299 2182 1162 NA 2097 7906 2272 1074
