Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1634245200.0 1.0 81 0 NA NA NA NA NA NA NA 680 0 NA NA NA NA NA NA NA 7243 0 NA NA NA NA NA NA NA 4438 0 NA NA NA NA NA NA NA
1634245200.0 10.0 NA 131 334 0 NA NA NA NA NA NA 1154 1400 0 NA NA NA NA NA NA 4541 6729 867 NA NA NA NA NA NA 1391 3610 903 NA NA NA NA NA
1634245200.0 1000.0 NA 315 186 0 65 NA NA NA NA NA 1494 1175 0 584 NA NA NA NA NA 16408 7506 2058 1651 NA NA NA NA NA 7767 4150 2410 1416 NA NA NA NA
1634245200.0 10001.0 NA 216 416 0 90 206 NA NA NA NA 1542 1542 0 589 1033 NA NA NA NA 3506 3640 970 670 1045 NA NA NA NA 1118 2550 1001 571 986 NA NA NA
1634245200.0 10002.0 NA 216 410 0 90 227 NA NA NA NA 1606 1478 0 589 1214 NA NA NA NA 8440 10748 3457 1782 2842 NA NA NA NA 2905 9874 3580 1613 2626 NA NA NA
1634245200.0 10003.0 NA 214 NA NA NA NA NA NA NA NA 1606 NA NA NA NA NA NA NA NA 9337 NA NA NA NA NA NA NA NA 3139 NA NA NA NA NA NA NA
1634245200.0 10004.0 NA 212 411 0 94 204 NA NA NA NA 1606 1478 0 589 1111 NA NA NA NA 3555 3392 970 601 1228 NA NA NA NA 1111 2432 1010 538 1330 NA NA NA
1634245200.0 10005.0 NA 214 406 0 108 227 NA NA NA NA 1606 1543 0 589 1213 NA NA NA NA 9203 10358 3429 1637 2885 NA NA NA NA 3095 8553 3542 1488 2689 NA NA NA
1634245200.0 10006.0 NA 215 403 0 103 197 NA NA NA NA 1542 1543 0 589 1034 NA NA NA NA 3598 3743 976 628 1119 NA NA NA NA 1179 2489 1005 546 1067 NA NA NA
1634245200.0 10007.0 NA 231 404 0 100 208 NA NA NA NA 1709 1478 0 589 1214 NA NA NA NA 9531 10728 3444 1769 2891 NA NA NA NA 3189 9488 3559 1708 2741 NA NA NA
1634245200.0 10008.0 NA 219 NA NA NA NA NA NA NA NA 1709 NA NA NA NA NA NA NA NA 8700 NA NA NA NA NA NA NA NA 2956 NA NA NA NA NA NA NA
1634245200.0 10009.0 NA 224 409 0 94 223 NA NA NA NA 1709 1542 0 589 1214 NA NA NA NA 3373 3414 979 665 1111 NA NA NA NA 1080 2445 1008 574 1029 NA NA NA
1634245200.0 1001.0 NA 284 139 0 0 0 0 0 0 NA 1596 656 0 0 0 0 0 0 NA 6276 1238 119 89 141 295 155 421 NA 2961 655 137 104 162 319 178 456
1634245200.0 1001.2 NA 440 147 0 NA NA NA NA NA NA 2109 720 0 NA NA NA NA NA NA 84102 15186 416 NA NA NA NA NA NA 25377 6445 468 NA NA NA NA NA
1634245200.0 1002.0 NA 312 79 NA NA NA NA NA NA NA 1908 624 NA NA NA NA NA NA NA 6642 1410 NA NA NA NA NA NA NA 3337 672 NA NA NA NA NA NA
