Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1634421600.0 1000.0 NA 280 139 0 56 NA NA 685 297 0 152 NA NA 3559 1769 430 345 NA NA 4367 1820 849 700 NA
1634421600.0 10001.0 NA 191 384 0 81 156 NA 385 861 0 191 299 NA 2860 2964 692 511 881 NA 1867 4702 1499 1005 1493
1634421600.0 10007.0 NA 203 373 0 81 148 NA 387 855 0 189 312 NA 2753 2757 695 813 851 NA 1990 4188 1644 2157 2068
1634421600.0 10025.0 NA 196 381 0 82 164 NA 403 861 0 189 332 NA 2888 2779 716 470 1003 NA 1893 4398 2224 1382 2348
1634421600.0 10026.0 NA 225 394 0 83 167 NA 411 864 0 195 336 NA 2885 3093 724 483 1107 NA 1942 4152 1738 814 2100
1634421600.0 10042.0 NA 217 382 0 83 167 NA 426 923 0 191 341 NA 2890 2895 717 493 958 NA 1870 4071 1596 1288 1663
1634421600.0 103.0 59 0 0 NA NA NA 158 0 0 NA NA NA 703 164 1736 NA NA NA 980 668 2496 NA NA NA
1634421600.0 106.0 56 0 0 NA NA NA 158 0 0 NA NA NA 862 147 1985 NA NA NA 1270 257 3283 NA NA NA
1634421600.0 10803.0 NA 186 378 0 87 171 NA 361 824 0 195 338 NA 2725 2663 693 449 1127 NA 1784 4262 1254 1239 2109
1634421600.0 10804.0 NA 184 376 0 81 166 NA 375 865 0 189 344 NA 2741 3036 698 505 985 NA 2199 4424 1554 1056 1850
1634421600.0 10806.0 NA 186 371 0 78 138 NA 387 897 0 178 280 NA 2794 2645 696 500 893 NA 2103 4299 2003 1663 1859
1634421600.0 10824.5 NA 215 387 0 NA NA NA 390 913 0 NA NA NA 2781 2982 724 NA NA NA 1798 3922 1269 NA NA
1634421600.0 10859.0 NA 212 400 0 83 173 NA 386 864 0 187 336 NA 2829 3377 727 468 812 NA 1804 4602 1512 982 1496
1634421600.0 110.0 61 92 279 NA NA NA 164 197 696 NA NA NA 895 683 2499 NA NA NA 1576 906 4592 NA NA NA
1634421600.0 111.0 64 90 280 NA NA NA 188 185 685 NA NA NA 990 653 2327 NA NA NA 1422 766 4300 NA NA NA
